Air_Quality_Index,Water_Quality_Index,CO2_Growth_Rate,Green_Areas,Renewable_Energy_Usage,Temperature,waste_water_treatment,solid_waste_treatment,Environmental_Health_Score
44,58,4,55,47,11,57,91,87
113,56,1,31,34,29,49,53,52
111,17,12,16,37,-2,91,93,78
38,83,-8,60,62,34,91,90,83
158,34,7,18,16,9,16,27,26
37,93,-7,67,62,32,93,96,87
192,21,15,49,13,31,33,80,35
44,90,-6,73,65,31,95,99,94
114,44,3,27,35,13,55,43,52
52,63,-2,59,57,15,70,73,63
177,34,17,32,32,35,47,16,66
268,11,15,7,8,35,9,17,17
249,56,10,67,49,17,95,11,69
17,81,-9,72,77,33,91,94,90
168,34,6,11,19,34,32,34,31
261,4,19,9,9,39,12,15,12
281,42,16,68,19,-5,78,42,5
160,24,7,14,15,5,27,27,33
150,1,13,21,56,21,76,11,77
19,85,-10,76,76,32,95,82,90
262,15,15,59,1,-15,52,16,68
62,75,-1,40,42,23,71,68,78
133,54,1,22,33,12,55,43,59
84,71,-4,44,57,22,72,69,78
170,37,9,13,10,33,38,22,35
43,98,-9,75,62,31,95,97,97
0,93,-7,71,65,32,99,97,86
188,36,6,10,12,7,34,34,26
118,56,3,32,22,25,43,52,56
42,92,-8,77,74,30,94,86,92
156,20,8,10,13,31,25,33,28
108,50,2,36,27,12,42,40,44
172,25,6,16,11,5,17,21,39
67,73,-3,48,51,19,73,62,74
236,24,-1,77,57,14,45,29,77
4,89,-9,68,72,34,99,89,89
272,3,15,8,7,35,7,13,17
146,49,2,21,28,25,65,42,45
159,35,6,10,17,8,33,30,31
8,87,-7,60,63,30,91,95,82
40,44,13,39,96,1,92,61,1
265,17,11,9,8,38,7,8,11
151,21,8,10,19,6,22,30,21
61,56,-9,78,74,-8,30,55,44
82,64,-6,50,21,8,57,40,67
224,13,12,8,6,0,14,11,12
1,89,-9,75,75,32,96,91,94
0,84,-10,76,68,32,97,85,82
141,53,1,28,20,11,49,59,42
122,44,3,23,25,28,60,52,44
88,12,10,9,54,-7,83,56,1
101,47,3,22,22,29,47,46,40
37,35,4,40,68,-3,91,62,49
268,88,18,53,56,36,8,79,95
217,18,16,5,9,37,7,15,12
61,61,-2,51,48,19,77,61,62
96,73,-1,57,53,21,79,71,65
149,31,-2,0,53,31,62,74,82
161,34,8,15,18,30,26,26,29
13,91,-10,71,71,30,97,81,91
152,29,6,16,16,32,29,25,39
65,75,-3,48,58,18,72,79,70
71,73,-5,53,40,22,73,60,76
299,11,17,5,6,2,11,5,17
15,80,-8,64,66,32,95,84,96
128,51,2,23,34,25,44,52,57
169,26,8,18,10,6,22,20,30
193,31,9,11,12,6,17,36,27
112,46,3,29,32,26,49,43,57
143,1,17,53,29,4,42,32,24
69,72,-2,46,51,19,73,61,61
8,83,-8,60,69,33,98,92,93
118,89,0,73,29,34,86,21,25
78,78,-1,59,42,24,78,65,61
127,44,3,30,29,11,53,50,51
86,77,-3,52,55,22,74,63,67
156,28,5,18,18,9,23,32,28
218,14,15,6,8,37,8,7,1
82,16,10,77,72,30,5,55,44
151,4,-8,57,26,0,19,39,75
139,44,0,39,28,26,51,45,56
109,52,1,25,35,10,49,57,57
191,28,7,19,11,7,21,28,20
41,18,7,18,57,7,58,84,64
22,82,-9,66,74,34,95,99,97
126,51,3,31,36,10,46,49,55
121,47,4,35,23,13,61,54,51
181,29,6,12,19,30,38,24,32
20,83,-9,74,77,33,90,80,90
9,87,-6,72,77,34,95,96,90
19,95,-10,61,64,30,93,83,82
162,35,7,17,14,5,37,24,35
20,82,-8,67,77,31,98,99,96
76,74,-2,55,53,19,77,74,74
185,36,9,11,13,30,23,25,39
55,74,-5,42,51,21,70,76,75
49,93,-7,74,63,34,96,87,97
126,43,0,34,32,10,43,49,58
206,14,14,6,9,4,9,14,4
105,54,0,21,29,26,66,52,44
105,43,6,74,60,-13,10,13,5
168,33,6,14,19,30,17,27,39
46,92,-6,68,68,31,97,89,87
110,50,0,34,25,14,68,58,58
60,68,-5,47,49,20,71,65,64
177,25,9,19,16,31,38,26,24
11,73,5,71,75,8,32,12,91
48,81,-9,64,61,33,96,86,93
180,37,6,10,19,5,26,27,33
102,44,1,29,28,14,46,44,49
192,23,8,13,15,30,26,32,29
87,72,-2,54,55,19,70,67,61
3,84,-10,60,74,33,92,89,97
148,40,1,38,28,13,42,46,49
29,88,-10,79,73,32,94,82,88
106,41,0,25,22,13,45,46,40
196,29,6,10,15,8,31,28,23
4,94,-10,61,69,31,94,80,80
16,85,-7,79,75,32,95,94,93
11,86,-6,70,60,32,99,81,93
12,99,-9,76,68,33,96,93,98
75,60,-2,45,48,17,75,78,68
294,8,13,7,8,38,12,6,8
130,46,2,23,25,10,40,44,40
278,8,13,5,7,39,13,6,12
83,63,-2,57,48,20,71,73,74
298,10,19,6,9,37,5,6,0
117,62,-1,41,58,4,77,21,26
102,52,3,21,39,28,50,54,50
161,29,5,10,13,8,29,24,25
114,48,4,22,21,27,41,42,57
81,62,-3,48,46,19,71,67,66
23,93,-9,65,75,30,92,93,98
45,95,-7,78,74,33,91,81,98
178,28,7,11,12,33,23,26,28
89,33,8,6,67,37,79,33,35
40,92,-7,72,69,30,98,87,95
124,57,4,31,28,14,49,43,44
213,22,-8,39,9,9,56,76,74
262,13,17,5,9,-3,10,8,1
245,9,11,5,8,38,5,10,3
97,65,-1,58,42,21,73,74,63
197,24,8,14,10,30,38,31,34
48,90,-7,67,64,31,96,89,83
43,90,-9,71,72,33,96,81,94
17,91,-6,69,64,30,91,81,85
231,7,14,8,6,-2,8,19,5
105,53,1,35,25,25,63,53,47
121,53,0,33,20,27,52,52,43
111,57,2,20,30,11,69,55,49
47,99,-8,65,68,34,98,87,95
273,5,12,9,5,-3,9,11,18
148,49,3,33,33,26,62,44,44
149,57,3,27,21,28,57,45,48
87,66,-2,59,59,23,75,66,77
207,7,10,5,7,2,11,15,7
194,38,6,18,12,31,20,37,37
159,8,-3,67,45,18,71,30,7
75,62,-2,53,41,22,77,66,70
160,35,8,17,14,6,18,27,37
160,30,5,13,12,32,28,21,24
62,63,-4,55,47,18,78,71,61
74,98,-3,2,13,-3,49,38,44
15,92,-7,78,67,34,93,87,91
124,49,2,23,35,12,56,58,54
263,18,11,6,8,4,9,13,1
71,62,-3,47,57,16,78,79,76
61,83,5,12,58,3,53,16,60
11,86,-9,61,69,33,99,96,83
144,47,4,34,35,25,55,44,42
146,53,1,21,33,25,42,47,55
195,38,7,19,11,9,33,36,33
63,75,-1,43,47,24,79,71,71
220,3,12,6,8,39,5,11,10
9,82,-10,62,70,33,92,86,93
230,11,11,7,7,3,11,12,10
52,68,-1,59,40,17,75,64,64
13,95,-7,67,66,32,90,80,95
291,5,12,9,6,38,13,8,9
139,23,-9,52,7,2,61,9,25
79,77,-2,47,41,23,71,65,68
128,48,2,34,35,11,53,42,51
55,69,-5,51,55,22,78,68,74
114,43,1,34,35,25,58,58,56
170,26,8,11,10,7,18,21,33
162,31,5,12,19,33,36,27,38
77,68,-4,56,41,20,77,62,67
169,25,8,11,15,34,33,39,23
189,20,8,13,19,30,16,33,35
125,55,0,22,37,25,45,40,49
121,44,4,38,33,11,69,43,52
107,53,4,38,38,11,48,52,54
176,29,7,12,14,8,29,30,30
163,26,8,16,12,7,29,31,22
142,47,3,34,20,27,46,56,59
277,3,16,5,8,-2,9,12,11
37,84,-8,79,63,31,90,90,83
296,2,13,7,8,39,5,16,19
7,81,-7,71,65,30,93,96,92
123,45,4,36,33,12,65,58,41
294,5,12,5,6,37,12,14,18
298,2,15,9,7,4,9,10,6
229,0,13,7,8,0,13,5,4
73,62,-4,46,54,19,75,79,77
138,40,3,20,27,29,67,55,50
81,74,-5,58,48,22,74,68,73
151,32,9,19,11,9,35,37,24
87,75,-4,48,46,18,73,77,63
139,56,0,31,32,26,46,53,40
63,66,-3,49,41,23,78,65,77
265,10,12,5,7,-4,8,8,17
168,36,7,18,15,9,15,36,25
128,50,1,23,22,29,62,48,45
219,16,14,6,7,-4,7,12,15
48,84,-7,68,79,33,99,97,96
272,11,10,7,6,-3,11,15,16
144,70,14,44,3,20,74,35,18
17,89,-10,78,71,31,90,90,82
130,58,4,26,32,26,62,53,40
152,31,6,10,19,6,32,31,38
30,93,-10,73,75,34,93,82,82
169,34,5,19,12,7,19,28,37
110,56,3,35,38,29,56,44,55
215,22,4,26,74,35,85,55,52
133,47,0,24,25,14,60,42,54
172,34,7,10,19,8,15,27,36
298,15,14,8,8,37,11,10,13
209,1,12,7,5,38,12,15,8
103,40,3,30,36,13,45,47,59
41,81,-6,78,76,34,94,91,90
83,77,-1,46,57,19,74,78,69
262,15,19,5,5,-4,11,11,3
60,66,-5,59,45,22,74,69,68
167,27,7,12,10,7,19,29,26
175,29,9,16,11,5,30,32,28
55,78,-4,51,56,21,71,65,67
38,95,-7,60,60,30,90,99,92
172,35,7,19,12,5,26,33,20
194,24,-9,75,41,-7,83,44,24
142,85,17,11,48,26,42,86,44
70,65,-5,56,56,22,75,62,70
162,26,7,16,16,6,30,27,28
177,28,8,12,13,7,29,21,21
159,38,8,17,13,5,23,37,31
196,29,5,18,15,32,39,26,36
94,71,-3,46,43,22,70,62,72
10,86,-6,63,71,31,95,93,91
26,25,-10,78,35,29,59,68,90
245,15,17,7,6,35,7,19,17
97,92,13,21,65,28,10,46,24
79,78,-1,53,49,22,71,68,76
48,81,-10,75,71,34,94,88,88
183,33,9,13,10,5,38,32,34
190,35,9,19,18,33,26,24,35
256,11,19,7,6,35,8,14,9
252,5,10,8,6,37,5,9,3
213,14,13,9,8,2,12,9,14
86,78,2,22,80,32,6,88,19
91,63,-3,56,48,20,74,79,72
125,56,3,33,35,25,43,50,45
204,10,16,8,6,39,11,19,16
255,12,19,9,9,-5,13,11,5
279,10,19,8,5,38,13,12,0
257,10,11,8,7,-4,11,17,4
5,89,-10,75,73,33,92,96,88
118,47,1,32,27,13,66,43,44
25,83,-6,63,75,33,92,87,85
121,57,1,33,34,12,52,40,45
266,2,15,7,5,1,6,12,6
37,92,-10,74,73,30,93,81,86
65,76,-2,55,52,22,70,76,61
60,53,13,67,91,-1,5,59,2
153,37,8,10,15,33,19,36,35
70,64,-3,51,40,19,78,68,63
72,63,-1,51,41,24,79,68,69
236,12,15,9,5,39,10,16,15
32,94,-9,62,73,32,93,99,84
80,67,-4,58,55,16,77,65,71
26,93,-8,73,69,30,98,85,90
161,27,6,12,14,6,36,23,38
190,26,7,10,15,33,37,28,30
139,72,-9,7,10,37,14,89,83
49,48,8,35,97,20,70,83,33
121,51,1,23,36,26,59,45,53
128,48,4,37,39,10,56,56,51
171,44,-1,46,12,39,26,25,85
72,65,-4,46,51,17,75,78,75
11,95,-8,67,76,34,95,95,85
155,20,8,17,13,9,37,34,30
153,13,16,55,6,-13,27,22,37
295,17,15,6,7,-1,10,14,7
185,26,9,11,12,31,36,26,28
40,83,-8,76,68,30,94,99,92
26,93,-8,74,78,30,92,95,93
127,58,1,39,25,25,63,54,49
117,52,3,24,24,25,56,52,41
163,25,5,13,17,30,17,36,28
159,37,5,15,17,31,29,23,37
86,72,-2,53,55,19,73,60,72
250,5,17,6,8,39,8,7,4
27,99,-8,66,70,33,93,85,82
123,49,3,21,32,11,59,40,44
277,26,14,66,12,29,14,13,53
285,56,19,46,34,3,12,30,70
14,97,-9,79,68,31,97,99,81
177,20,5,19,17,8,24,36,37
31,96,-10,76,67,34,94,88,82
38,80,-7,79,69,30,91,93,95
299,14,11,7,8,35,11,13,12
237,6,14,8,9,35,9,8,18
88,72,-5,54,53,15,73,61,66
249,6,10,9,7,2,7,18,16
56,68,-2,42,55,22,79,71,70
235,5,15,9,9,-3,7,12,7
184,54,17,61,29,13,26,79,83
247,16,11,8,6,35,11,15,10
128,87,19,53,70,9,89,19,64
3,92,3,2,87,21,84,62,54
36,99,-6,62,66,32,95,93,86
208,18,18,8,5,36,12,14,10
151,53,13,32,23,36,79,76,35
117,44,4,23,29,10,49,56,59
261,8,12,8,5,1,8,7,14
182,40,-4,12,63,-5,23,15,76
163,24,5,14,12,34,19,21,28
230,6,19,5,6,38,9,17,3
81,86,-9,75,21,21,24,28,83
155,28,7,18,18,6,36,38,20
270,90,-8,32,83,0,38,70,98
173,29,5,11,10,5,24,29,26
232,3,11,6,9,-2,11,18,10
296,53,3,59,59,15,88,28,88
152,25,7,15,12,7,29,32,39
205,0,10,6,6,35,9,6,6
112,40,0,39,30,14,54,44,51
10,81,-6,75,66,34,94,96,91
292,37,19,8,97,37,48,90,23
147,40,0,29,29,14,54,56,45
70,72,-2,55,57,21,76,67,77
14,96,-7,72,77,30,99,91,81
126,45,1,26,32,13,47,44,40
140,46,2,20,23,25,44,40,54
148,65,-3,27,16,-10,23,60,27
268,18,19,7,5,-1,7,19,1
125,23,10,69,42,33,46,80,99
195,36,6,19,13,34,27,37,36
182,29,6,12,11,8,15,37,26
156,37,9,19,12,31,26,34,33
66,74,2,3,25,11,50,68,90
114,53,0,21,39,27,55,58,45
207,14,19,5,8,39,11,15,4
256,14,11,7,7,39,11,9,6
277,62,15,74,73,9,52,47,37
245,20,1,28,32,27,66,19,1
116,40,1,27,37,13,40,41,40
58,68,-5,42,58,17,77,76,78
59,67,-5,45,48,18,70,61,64
199,34,5,10,19,9,32,25,36
11,38,-9,12,45,11,21,99,97
14,90,-6,64,74,34,91,90,91
89,64,-4,41,50,15,75,71,61
127,57,1,24,28,28,42,47,59
75,45,4,14,18,10,56,97,21
228,1,17,9,7,-1,6,11,17
238,17,18,5,9,-1,5,14,17
8,94,-8,65,76,31,94,87,90
135,47,2,35,32,13,63,56,52
184,35,8,11,17,7,23,39,25
134,42,2,32,26,29,41,45,48
118,46,4,20,32,13,47,58,44
51,73,-2,51,45,17,79,77,66
88,64,-2,43,48,18,72,73,64
287,66,-8,27,43,-1,45,67,22
130,44,0,35,38,10,69,55,54
155,30,7,16,17,31,33,37,29
257,15,17,8,5,4,13,19,6
198,28,9,18,14,6,18,25,26
135,40,0,38,30,29,51,42,40
179,37,6,10,14,33,25,29,21
153,27,6,15,14,34,39,31,24
38,85,-6,79,62,32,95,94,83
213,44,-4,63,63,-14,80,46,81
263,5,14,7,9,2,6,10,13
185,20,5,13,15,30,36,33,31
148,45,2,28,32,25,60,47,55
297,3,18,8,6,36,9,7,8
265,88,-9,10,49,15,60,83,72
138,49,4,37,29,26,46,57,40
122,40,3,25,34,26,65,53,59
85,64,-3,51,51,23,73,68,66
16,81,-6,77,74,30,93,89,91
60,69,-2,48,40,24,73,67,70
248,37,-10,78,29,39,55,85,4
161,22,8,16,19,8,32,25,22
96,4,14,27,77,-11,63,37,61
29,98,-6,66,72,31,96,93,80
65,74,-3,54,57,23,76,67,74
24,70,9,69,87,17,53,33,62
11,98,-9,77,76,30,92,85,82
277,1,14,5,6,38,10,14,10
124,44,1,25,21,29,69,50,50
77,40,14,61,9,5,40,16,90
160,50,3,11,19,37,92,47,97
153,45,17,48,81,16,57,7,65
266,91,1,75,38,10,81,76,62
161,23,5,16,17,7,36,21,34
78,71,-2,46,52,22,77,68,66
23,94,-6,69,71,30,94,97,84
4,81,-9,60,66,31,90,95,82
29,80,-6,73,72,32,93,86,89
130,45,2,21,34,12,47,58,52
32,83,-7,77,68,30,91,93,94
121,43,1,34,37,13,56,40,50
101,53,3,31,25,12,51,49,57
186,37,7,15,14,8,22,20,23
156,38,7,16,11,30,35,26,32
284,48,2,29,15,24,23,22,0
213,14,16,6,9,0,7,10,9
80,33,16,40,92,-7,17,74,5
238,5,19,8,9,39,9,10,10
157,35,8,10,13,8,21,27,36
48,11,15,43,32,-3,82,92,97
134,52,4,23,31,25,41,52,57
56,54,6,46,11,0,92,87,7
167,26,8,18,15,31,28,36,20
119,57,0,33,38,11,41,56,57
25,90,-6,68,79,32,96,98,91
254,67,-3,79,30,37,29,48,11
148,52,0,27,21,29,45,51,57
184,5,3,31,98,-6,7,63,75
147,41,2,23,38,14,56,42,57
141,40,1,35,20,26,57,47,50
145,42,1,33,25,12,55,46,59
133,52,3,35,32,12,68,45,57
268,11,11,7,7,37,8,8,10
161,32,8,19,15,7,24,38,37
108,53,2,26,26,25,56,48,52
268,0,13,6,9,37,12,8,16
168,21,5,15,14,6,20,28,35
152,37,5,15,18,34,20,25,32
280,7,10,7,7,35,13,9,9
102,52,0,26,28,12,53,43,52
253,1,18,9,5,-4,7,16,7
96,68,-5,53,42,23,71,69,62
51,78,-4,51,45,18,76,70,76
140,48,2,22,21,29,60,44,59
287,14,1,77,56,-8,76,31,61
297,0,17,8,8,-4,5,16,9
293,97,0,18,63,-10,50,46,91
112,46,2,26,29,11,47,48,48
234,14,18,9,6,-4,10,11,5
195,24,8,18,17,30,34,31,30
37,87,-7,62,75,30,92,97,93
231,9,18,8,8,4,9,5,8
87,67,-5,54,54,16,79,79,65
129,45,3,21,35,26,44,43,52
252,14,18,9,5,4,9,10,16
290,62,9,24,89,-5,42,6,6
21,85,-9,66,71,32,95,98,95
264,13,11,6,6,38,6,11,12
61,72,-5,47,57,21,75,70,72
296,3,14,9,7,39,8,17,6
98,65,-3,48,52,15,74,67,75
262,84,7,66,41,38,43,45,74
153,37,9,12,15,6,26,38,24
87,75,-4,46,52,23,74,62,74
181,24,8,18,18,9,34,26,23
97,65,-3,50,50,18,73,77,77
153,36,8,13,18,5,39,37,29
281,13,13,7,9,39,6,11,13
89,74,-1,41,58,24,77,70,74
192,20,6,13,14,5,31,22,35
185,38,8,18,11,5,31,33,34
267,11,11,6,7,35,5,12,5
176,28,8,14,10,6,15,34,21
182,35,5,17,14,30,30,26,24
297,7,16,6,9,39,7,10,7
45,99,-7,65,64,34,91,94,85
203,9,19,7,6,38,5,11,17
131,54,3,27,28,14,48,43,56
133,82,-6,73,8,11,81,87,20
146,75,5,42,73,9,24,99,67
33,85,-9,61,77,32,92,81,99
264,91,-5,28,57,1,20,91,94
103,52,2,36,32,25,66,52,58
160,34,7,15,15,34,33,22,27
131,58,1,34,35,29,44,42,51
0,97,-9,73,74,34,93,82,99
230,17,12,8,8,37,5,19,13
167,27,8,19,15,34,24,34,28
286,13,15,9,7,0,12,15,1
114,56,4,23,24,11,60,56,41
199,31,9,16,10,5,17,34,23
228,97,9,34,50,34,22,92,71
19,84,-10,75,73,32,93,98,93
194,28,9,14,16,32,34,33,36
190,36,6,19,15,8,16,21,32
54,95,-6,35,48,26,62,43,79
8,81,-10,64,67,34,93,94,80
154,21,6,14,19,5,36,25,32
298,4,14,7,9,38,6,8,16
292,16,11,9,7,-4,5,14,18
281,8,12,9,7,35,8,10,15
25,92,-7,79,69,32,98,88,84
221,4,13,9,9,-2,10,8,17
285,2,13,6,5,-3,6,14,10
69,70,-4,50,50,19,72,71,62
132,56,2,31,25,11,50,42,47
127,54,0,27,39,28,40,43,53
140,60,-5,48,45,33,66,12,42
194,20,6,13,12,8,37,37,30
6,26,17,13,70,21,90,9,54
36,99,-8,64,62,32,90,85,94
157,29,6,13,18,31,37,25,36
272,3,14,8,9,0,5,5,9
109,68,15,43,73,27,93,38,29
112,57,0,20,33,28,44,50,52
86,74,-3,55,45,16,74,70,75
72,67,-5,59,40,20,79,71,75
210,5,12,9,5,38,5,11,13
219,3,19,5,6,-1,5,7,11
261,9,12,6,6,35,12,7,2
258,2,17,6,7,-5,10,12,18
62,66,-4,41,49,23,79,76,63
157,28,6,13,18,8,28,37,28
54,64,-5,40,54,23,72,69,77
119,44,2,20,39,27,52,49,42
72,70,-2,52,41,19,75,77,69
3,90,-9,63,60,31,98,82,87
178,33,8,14,17,8,27,27,37
229,4,15,7,9,35,10,8,16
32,97,-10,68,68,31,92,94,84
265,52,4,58,21,35,52,25,21
35,90,-7,74,78,32,92,90,84
210,17,14,5,5,36,5,15,16
160,29,5,16,14,31,24,29,25
72,72,-4,48,40,24,73,74,60
196,41,14,65,8,27,90,68,85
179,30,5,17,16,6,38,38,29
41,96,-9,78,61,31,93,82,86
247,64,14,29,20,4,74,26,81
159,20,6,12,10,31,30,31,27
141,56,1,32,22,27,69,46,49
148,50,2,34,35,12,61,55,47
188,28,7,18,17,7,17,37,24
61,61,-1,55,46,24,74,76,71
39,94,-10,79,60,32,93,94,85
13,89,-9,73,68,32,94,87,95
132,57,3,36,24,10,49,57,56
215,0,19,5,9,-1,10,13,12
96,71,-2,45,49,21,77,68,64
94,16,17,23,22,2,54,82,78
21,51,9,35,72,23,23,42,69
80,68,-5,59,53,22,74,62,68
121,50,3,24,23,12,58,59,57
76,67,-1,40,41,23,71,70,69
76,63,-5,54,52,20,73,69,78
78,64,-5,59,48,21,75,76,78
180,22,8,10,17,5,35,39,30
184,22,5,18,17,33,32,34,31
101,51,4,22,20,13,47,42,49
160,33,6,12,15,5,39,26,22
33,97,-6,66,74,32,91,91,85
190,29,7,16,10,5,35,27,25
196,21,5,19,19,5,31,22,38
1,81,-9,75,71,30,94,87,95
110,53,0,37,38,25,53,48,47
223,12,14,9,5,35,13,16,5
166,33,7,16,17,7,35,28,22
45,90,-9,77,66,33,99,81,99
106,41,4,25,22,26,56,48,51
27,81,-8,67,70,34,91,97,93
129,53,0,30,20,29,60,53,43
178,29,6,19,17,8,26,38,30
166,34,7,18,13,34,37,24,39
188,30,7,13,11,5,27,33,20
299,16,16,7,6,-5,6,17,19
47,72,-3,44,80,1,76,23,62
48,96,-8,76,61,31,95,84,80
229,90,9,32,0,28,57,64,33
80,64,-5,55,58,20,75,63,66
188,27,6,17,12,31,26,25,31
248,4,12,8,5,39,13,17,8
86,60,-1,49,44,23,71,79,69
172,95,17,20,12,11,11,26,73
18,83,-6,77,61,30,94,99,90
68,44,-1,8,48,17,22,13,61
1,96,-10,61,74,30,93,87,88
245,55,17,22,39,23,89,27,28
238,48,0,25,62,9,90,63,26
12,93,-8,69,62,34,90,94,88
119,37,10,60,35,24,85,34,8
182,30,9,16,11,8,16,33,32
59,70,-2,41,45,17,70,77,66
94,74,-1,49,53,19,74,65,61
25,82,-9,62,67,34,96,95,95
185,98,7,74,83,-11,87,90,58
94,78,-5,46,59,24,77,60,76
185,28,9,14,15,6,22,28,35
119,42,2,39,26,13,48,40,47
237,16,14,7,8,35,8,19,0
135,40,0,23,25,10,61,53,51
89,96,17,8,11,-11,58,58,27
179,38,9,19,11,30,23,36,22
144,57,2,34,27,12,49,46,57
139,98,3,21,50,7,52,75,49
110,53,1,38,28,10,46,42,59
104,41,1,24,29,25,61,45,52
201,16,11,9,8,39,7,5,2
77,76,-2,49,50,22,78,74,61
44,82,-8,64,70,34,97,89,89
129,48,4,21,21,13,52,54,51
161,35,8,15,19,31,17,28,29
65,51,17,42,89,6,59,71,98
190,58,-6,50,20,-4,54,8,41
256,2,11,7,7,-4,8,12,0
274,1,12,7,9,36,6,7,8
49,3,-9,5,53,26,8,58,92
249,17,16,8,6,39,11,7,17
137,46,3,39,39,28,67,45,46
286,11,17,8,7,4,7,7,16
110,50,-3,79,82,26,21,67,44
293,49,-9,29,78,11,55,67,97
129,53,2,24,35,26,62,59,43
160,26,5,13,15,7,19,29,28
24,67,18,28,18,27,70,78,60
121,51,1,26,39,25,40,45,45
232,18,10,9,7,4,11,11,16
16,89,-10,79,64,31,95,81,92
29,88,-8,73,70,33,99,92,80
135,83,-8,15,29,29,27,96,4
133,90,-2,56,30,5,94,44,44
186,37,6,18,11,6,35,23,31
91,52,-4,44,19,8,65,95,93
222,54,5,6,73,-9,37,27,84
207,17,12,6,9,35,5,15,6
1,83,-8,74,77,32,90,82,82
119,55,3,31,39,11,43,45,50
116,67,16,33,65,-11,59,14,95
34,81,-10,61,73,33,95,90,82
52,63,-3,54,57,17,70,62,62
197,29,6,19,12,5,38,29,21
146,18,-7,28,59,2,6,5,46
49,82,-10,63,65,30,95,93,91
54,77,-4,51,41,16,73,73,75
257,6,11,7,8,35,5,16,1
163,58,-4,53,97,39,28,26,68
266,14,16,8,5,39,8,10,6
57,62,-4,41,42,21,77,69,65
36,87,-10,74,74,31,99,99,85
255,0,11,8,5,37,13,16,12
294,1,-8,55,80,33,6,6,91
136,52,2,24,21,26,40,55,45
127,47,1,31,32,25,60,46,49
292,7,18,5,7,3,5,13,0
76,63,-1,43,55,23,72,67,65
136,58,4,31,26,25,51,43,41
155,31,7,14,17,31,17,31,22
137,50,4,29,36,11,62,58,41
197,76,6,72,80,-14,23,87,6
88,60,-5,51,41,18,70,63,70
179,21,5,14,11,6,37,27,32
219,2,19,6,5,39,6,6,18
25,90,-7,69,66,34,96,96,89
125,46,0,20,24,25,57,41,50
159,33,5,14,11,8,30,33,33
106,17,-7,44,72,37,34,64,97
56,68,-5,48,55,24,78,72,68
113,54,4,31,27,11,53,44,57
174,26,6,10,16,30,21,30,28
201,11,16,8,6,39,6,14,3
43,97,-8,74,67,32,99,86,97
94,29,14,41,32,-6,16,98,26
107,41,0,27,34,12,50,41,56
23,19,-6,3,91,28,24,64,23
152,23,9,16,11,30,21,24,24
194,37,7,17,12,6,21,37,35
1,40,8,15,3,-4,33,11,13
71,54,-2,46,14,32,86,46,59
260,26,9,77,78,27,35,21,91
96,75,-2,49,56,17,71,79,75
180,23,5,16,18,6,33,20,24
199,28,-4,5,15,4,84,75,77
69,71,-5,46,53,18,72,74,75
263,9,18,5,6,39,14,5,1
25,97,17,2,74,22,65,82,50
274,10,11,5,6,35,5,14,2
68,33,-5,52,65,-3,47,79,22
116,1,18,37,2,0,98,44,1
5,96,-8,61,62,34,94,80,87
147,57,1,30,35,10,44,51,50
69,62,-4,41,42,22,79,68,60
118,56,2,30,39,12,47,53,40
124,47,1,32,33,27,65,54,52
8,88,-8,60,63,34,96,92,92
58,69,-5,56,48,22,79,76,76
124,12,-7,25,85,-12,99,86,63
288,2,18,7,5,36,10,16,9
173,22,6,19,18,8,31,27,30
125,40,4,25,31,29,52,54,55
107,42,2,25,39,11,56,51,51
79,74,-3,58,49,18,72,65,71
4,4,11,46,86,33,13,24,60
204,3,19,64,31,18,96,99,71
39,98,-9,75,79,32,99,96,92
82,72,-5,42,55,23,78,75,78
74,13,-9,39,2,39,28,23,17
48,83,-6,64,79,30,96,89,96
209,5,18,5,6,2,12,6,19
180,35,9,16,10,31,30,20,36
183,37,9,11,18,34,16,28,20
273,2,17,9,7,38,6,8,10
33,91,-9,64,77,32,92,89,98
51,60,-5,43,43,24,71,70,60
292,19,15,28,0,39,39,74,58
11,81,-8,72,62,32,91,90,87
154,24,8,16,12,31,32,33,34
30,81,-8,68,75,31,95,87,84
109,50,3,21,25,12,53,40,57
185,32,8,16,16,9,22,28,20
80,88,-6,68,19,0,55,41,72
278,0,10,8,6,4,10,13,0
69,63,-1,57,41,15,74,79,70
243,13,16,5,6,3,8,19,2
185,30,7,11,18,31,26,36,25
267,14,16,25,25,31,36,14,15
35,92,-10,67,79,32,96,91,81
59,63,-3,40,49,23,78,72,73
205,16,19,6,6,37,5,9,12
8,87,-10,65,68,33,90,81,84
137,55,4,26,39,10,42,44,58
64,63,-1,48,52,16,79,75,71
286,11,19,6,5,37,6,10,18
37,87,-7,77,70,34,91,81,90
112,41,2,32,22,12,57,50,47
251,4,12,8,5,3,7,7,11
91,66,-5,42,52,18,78,76,60
76,69,-1,54,58,24,77,63,61
118,44,2,34,27,13,56,40,51
30,98,-10,78,66,33,92,99,90
190,25,7,17,19,34,27,21,24
97,60,-5,53,44,22,71,67,70
56,62,-2,53,48,24,72,61,61
180,33,8,10,15,32,38,25,37
195,32,5,16,13,9,36,36,28
78,77,14,70,92,39,35,68,24
95,64,-2,47,40,18,76,70,66
259,18,15,8,6,4,13,9,5
88,63,-5,57,58,15,77,72,74
131,46,0,29,29,13,59,43,46
202,11,19,8,7,2,5,19,5
52,70,-2,57,52,19,75,71,61
155,32,6,18,10,5,18,23,37
228,84,3,65,74,35,42,68,97
